Continent,Var1,Var2,Correlation
Oceania,employrate,total_litres_of_pure_alcohol,-0.095798895
Oceania,urbanrate,total_litres_of_pure_alcohol,0.675980191
Oceania,beer_servings,total_litres_of_pure_alcohol,0.827819222
Oceania,spirit_servings,total_litres_of_pure_alcohol,0.585910627
Oceania,wine_servings,total_litres_of_pure_alcohol,0.830676878
Oceania,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1
Oceania,Happiness.Score,total_litres_of_pure_alcohol,-0.060027006
Oceania,alcconsumption,Happiness.Score,-0.012977521
Oceania,incomeperperson,Happiness.Score,-0.296874715
Oceania,suicideper100th,Happiness.Score,0.25602491
Oceania,employrate,Happiness.Score,0.23993774
Oceania,urbanrate,Happiness.Score,-0.016054523
Oceania,beer_servings,Happiness.Score,-0.109573138
Oceania,spirit_servings,Happiness.Score,0.018126695
Oceania,wine_servings,Happiness.Score,-0.104641968
Oceania,total_litres_of_pure_alcohol,Happiness.Score,-0.060027006
Oceania,Happiness.Score,Happiness.Score,1
South America,alcconsumption,alcconsumption,1
South America,incomeperperson,alcconsumption,0.457810657
South America,suicideper100th,alcconsumption,0.205928881
South America,employrate,alcconsumption,-0.186841189
South America,urbanrate,alcconsumption,0.167944522
South America,beer_servings,alcconsumption,0.056691368
South America,spirit_servings,alcconsumption,0.008043023
South America,wine_servings,alcconsumption,0.440642094
South America,total_litres_of_pure_alcohol,alcconsumption,0.535148286
South America,Happiness.Score,alcconsumption,0.561946635
South America,alcconsumption,incomeperperson,0.457810657
South America,incomeperperson,incomeperperson,1
South America,suicideper100th,incomeperperson,-0.120797621
South America,employrate,incomeperperson,-0.324877672
South America,urbanrate,incomeperperson,0.761872385
South America,beer_servings,incomeperperson,0.122432686
South America,spirit_servings,incomeperperson,-0.495033606
South America,wine_servings,incomeperperson,0.846800092
South America,total_litres_of_pure_alcohol,incomeperperson,0.57856775
South America,Happiness.Score,incomeperperson,0.617967909
South America,alcconsumption,suicideper100th,0.205928881
South America,incomeperperson,suicideper100th,-0.120797621
South America,suicideper100th,suicideper100th,1
South America,employrate,suicideper100th,-0.542233968
South America,urbanrate,suicideper100th,-0.558098819
South America,beer_servings,suicideper100th,-0.593635384
South America,spirit_servings,suicideper100th,0.688522267
South America,wine_servings,suicideper100th,-0.010491791
South America,total_litres_of_pure_alcohol,suicideper100th,0.163973173
South America,Happiness.Score,suicideper100th,0.191565128
South America,alcconsumption,employrate,-0.186841189
South America,incomeperperson,employrate,-0.324877672
South America,suicideper100th,employrate,-0.542233968
South America,employrate,employrate,1
South America,urbanrate,employrate,-0.249895705
South America,beer_servings,employrate,0.332945585
South America,spirit_servings,employrate,-0.185269705
South America,wine_servings,employrate,-0.238684937
South America,total_litres_of_pure_alcohol,employrate,-0.168904477
South America,Happiness.Score,employrate,-0.523015979
South America,alcconsumption,urbanrate,0.167944522
South America,incomeperperson,urbanrate,0.761872385
South America,suicideper100th,urbanrate,-0.558098819
South America,employrate,urbanrate,-0.249895705
South America,urbanrate,urbanrate,1
South America,beer_servings,urbanrate,0.43649293
South America,spirit_servings,urbanrate,-0.671093348
South America,wine_servings,urbanrate,0.511849064
South America,total_litres_of_pure_alcohol,urbanrate,0.272005567
South America,Happiness.Score,urbanrate,0.466572932
South America,alcconsumption,beer_servings,0.056691368
South America,incomeperperson,beer_servings,0.122432686
South America,suicideper100th,beer_servings,-0.593635384
South America,employrate,beer_servings,0.332945585
South America,urbanrate,beer_servings,0.43649293
South America,beer_servings,beer_servings,1
South America,spirit_servings,beer_servings,-0.262214914
South America,wine_servings,beer_servings,-0.21120097
South America,total_litres_of_pure_alcohol,beer_servings,0.302392882
South America,Happiness.Score,beer_servings,-0.086337248
South America,alcconsumption,spirit_servings,0.008043023
South America,incomeperperson,spirit_servings,-0.495033606
South America,suicideper100th,spirit_servings,0.688522267
South America,employrate,spirit_servings,-0.185269705
South America,urbanrate,spirit_servings,-0.671093348
South America,beer_servings,spirit_servings,-0.262214914
South America,spirit_servings,spirit_servings,1
South America,wine_servings,spirit_servings,-0.458240893
South America,total_litres_of_pure_alcohol,spirit_servings,0.204301792
South America,Happiness.Score,spirit_servings,-0.05693476
South America,alcconsumption,wine_servings,0.440642094
South America,incomeperperson,wine_servings,0.846800092
South America,suicideper100th,wine_servings,-0.010491791
South America,employrate,wine_servings,-0.238684937
South America,urbanrate,wine_servings,0.511849064
South America,beer_servings,wine_servings,-0.21120097
South America,spirit_servings,wine_servings,-0.458240893
South America,wine_servings,wine_servings,1
South America,total_litres_of_pure_alcohol,wine_servings,0.520602146
South America,Happiness.Score,wine_servings,0.414665745
South America,alcconsumption,total_litres_of_pure_alcohol,0.535148286
South America,incomeperperson,total_litres_of_pure_alcohol,0.57856775
South America,suicideper100th,total_litres_of_pure_alcohol,0.163973173
South America,employrate,total_litres_of_pure_alcohol,-0.168904477
South America,urbanrate,total_litres_of_pure_alcohol,0.272005567
South America,beer_servings,total_litres_of_pure_alcohol,0.302392882
South America,spirit_servings,total_litres_of_pure_alcohol,0.204301792
South America,wine_servings,total_litres_of_pure_alcohol,0.520602146
South America,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1
South America,Happiness.Score,total_litres_of_pure_alcohol,0.332352039
South America,alcconsumption,Happiness.Score,0.561946635
South America,incomeperperson,Happiness.Score,0.617967909
South America,suicideper100th,Happiness.Score,0.191565128
South America,employrate,Happiness.Score,-0.523015979
South America,urbanrate,Happiness.Score,0.466572932
South America,beer_servings,Happiness.Score,-0.086337248
South America,spirit_servings,Happiness.Score,-0.05693476
South America,wine_servings,Happiness.Score,0.414665745
South America,total_litres_of_pure_alcohol,Happiness.Score,0.332352039
South America,Happiness.Score,Happiness.Score,1
