Continent,Var1,Var2,Correlation
South America,suicideper100th,suicideper100th,1.00
South America,employrate,suicideper100th,-0.54
South America,urbanrate,suicideper100th,-0.56
South America,beer_servings,suicideper100th,-0.59
South America,spirit_servings,suicideper100th,0.69
South America,wine_servings,suicideper100th,-0.01
South America,total_litres_of_pure_alcohol,suicideper100th,0.16
South America,Happiness.Score,suicideper100th,0.19
South America,alcconsumption,employrate,-0.19
South America,incomeperperson,employrate,-0.32
South America,suicideper100th,employrate,-0.54
South America,employrate,employrate,1.00
South America,urbanrate,employrate,-0.25
South America,beer_servings,employrate,0.33
South America,spirit_servings,employrate,-0.19
South America,wine_servings,employrate,-0.24
South America,total_litres_of_pure_alcohol,employrate,-0.17
South America,Happiness.Score,employrate,-0.52
South America,alcconsumption,urbanrate,0.17
South America,incomeperperson,urbanrate,0.76
South America,suicideper100th,urbanrate,-0.56
South America,employrate,urbanrate,-0.25
South America,urbanrate,urbanrate,1.00
South America,beer_servings,urbanrate,0.44
South America,spirit_servings,urbanrate,-0.67
South America,wine_servings,urbanrate,0.51
South America,total_litres_of_pure_alcohol,urbanrate,0.27
South America,Happiness.Score,urbanrate,0.47
South America,alcconsumption,beer_servings,0.06
South America,incomeperperson,beer_servings,0.12
South America,suicideper100th,beer_servings,-0.59
South America,employrate,beer_servings,0.33
South America,urbanrate,beer_servings,0.44
South America,beer_servings,beer_servings,1.00
South America,spirit_servings,beer_servings,-0.26
South America,wine_servings,beer_servings,-0.21
South America,total_litres_of_pure_alcohol,beer_servings,0.30
South America,Happiness.Score,beer_servings,-0.09
South America,alcconsumption,spirit_servings,0.01
South America,incomeperperson,spirit_servings,-0.50
South America,suicideper100th,spirit_servings,0.69
South America,employrate,spirit_servings,-0.19
South America,urbanrate,spirit_servings,-0.67
South America,beer_servings,spirit_servings,-0.26
South America,spirit_servings,spirit_servings,1.00
South America,wine_servings,spirit_servings,-0.46
South America,total_litres_of_pure_alcohol,spirit_servings,0.20
South America,Happiness.Score,spirit_servings,-0.06
South America,alcconsumption,wine_servings,0.44
South America,incomeperperson,wine_servings,0.85
South America,suicideper100th,wine_servings,-0.01
South America,employrate,wine_servings,-0.24
South America,urbanrate,wine_servings,0.51
South America,beer_servings,wine_servings,-0.21
South America,spirit_servings,wine_servings,-0.46
South America,wine_servings,wine_servings,1.00
South America,total_litres_of_pure_alcohol,wine_servings,0.52
South America,Happiness.Score,wine_servings,0.41
South America,alcconsumption,total_litres_of_pure_alcohol,0.54
South America,incomeperperson,total_litres_of_pure_alcohol,0.58
South America,suicideper100th,total_litres_of_pure_alcohol,0.16
South America,employrate,total_litres_of_pure_alcohol,-0.17
South America,urbanrate,total_litres_of_pure_alcohol,0.27
South America,beer_servings,total_litres_of_pure_alcohol,0.30
South America,spirit_servings,total_litres_of_pure_alcohol,0.20
South America,wine_servings,total_litres_of_pure_alcohol,0.52
South America,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1.00
South America,Happiness.Score,total_litres_of_pure_alcohol,0.33
South America,alcconsumption,Happiness.Score,0.56
South America,incomeperperson,Happiness.Score,0.62
South America,suicideper100th,Happiness.Score,0.19
South America,employrate,Happiness.Score,-0.52
South America,urbanrate,Happiness.Score,0.47
South America,beer_servings,Happiness.Score,-0.09
South America,spirit_servings,Happiness.Score,-0.06
South America,wine_servings,Happiness.Score,0.41
South America,total_litres_of_pure_alcohol,Happiness.Score,0.33
South America,Happiness.Score,Happiness.Score,1.00
